workstation,analysis_id,analysis_date,synchronization_date,sample_code,classified_seeds,variety,percent,result_id
Piangil,314,2025-02-26T00:06:10Z,2025-02-26T03:07:20Z,GTAMix11,312,Maximus CL,53,1
Piangil,314,2025-02-26T00:06:10Z,2025-02-26T03:07:20Z,GTAMix11,312,La Trobe,47,2
Piangil,315,2025-02-26T00:23:57Z,2025-02-26T03:25:03Z,GTAMix12,246,Planet,54,1
Piangil,315,2025-02-26T00:23:57Z,2025-02-26T03:25:03Z,GTAMix12,246,Spartacus CL,46,2
Piangil,304,2025-02-25T21:34:11Z,2025-02-26T00:35:32Z,GTAMix2,320,Planet,86,1
Piangil,304,2025-02-25T21:34:11Z,2025-02-26T00:35:32Z,GTAMix2,320,Bass,14,2
Piangil,305,2025-02-25T22:03:12Z,2025-02-26T01:04:14Z,GTAMix3,239,Spartacus CL,76,1
Piangil,305,2025-02-25T22:03:12Z,2025-02-26T01:04:14Z,GTAMix3,239,Bass,24,2
Piangil,307,2025-02-25T22:09:06Z,2025-02-26T01:10:30Z,GTAMix4,344,La Trobe,84,1
Piangil,307,2025-02-25T22:09:06Z,2025-02-26T01:10:30Z,GTAMix4,344,Maximus CL,13,2
Piangil,308,2025-02-25T22:17:22Z,2025-02-26T01:18:19Z,GTAMix5,265,La Trobe,73,1
Piangil,308,2025-02-25T22:17:22Z,2025-02-26T01:18:19Z,GTAMix5,265,Planet,26,2
Piangil,309,2025-02-25T22:27:47Z,2025-02-26T01:28:45Z,GTAMix6,246,Maximus CL,67,1
Piangil,309,2025-02-25T22:27:47Z,2025-02-26T01:28:45Z,GTAMix6,246,Planet,32,2
Piangil,323,2025-02-26T01:28:18Z,2025-02-26T04:29:30Z,GTAPure6,284,Westminster,85,1
Piangil,323,2025-02-26T01:28:18Z,2025-02-26T04:29:30Z,GTAPure6,284,Planet,14,2
Piangil,310,2025-02-25T22:38:42Z,2025-02-26T01:39:43Z,GTAMix7,247,Spartacus CL,65,1
Piangil,310,2025-02-25T22:38:42Z,2025-02-26T01:39:43Z,GTAMix7,247,Planet,35,2
Piangil,312,2025-02-25T23:46:55Z,2025-02-26T02:48:02Z,GTAMix8,281,Planet,74,1
Piangil,312,2025-02-25T23:46:55Z,2025-02-26T02:48:02Z,GTAMix8,281,Maximus CL,25,2
Piangil,311,2025-02-25T23:38:48Z,2025-02-26T02:40:13Z,GTAMix9,311,Bass,59,1
Piangil,311,2025-02-25T23:38:48Z,2025-02-26T02:40:13Z,GTAMix9,311,La Trobe,38,2
Piangil,316,2025-02-26T00:28:10Z,2025-02-26T03:29:13Z,GTAPure1,287,Bass,99,1
Piangil,316,2025-02-26T00:28:10Z,2025-02-26T03:29:13Z,GTAPure1,287,Spartacus CL,1,2
Piangil,324,2025-02-26T01:34:22Z,2025-02-26T04:35:15Z,GTAPure10,266,Maximus CL,100,1
Piangil,325,2025-02-26T01:44:36Z,2025-02-26T04:45:45Z,GTAPure11,256,Commodus CL,100,1
Piangil,327,2025-02-26T01:59:02Z,2025-02-26T04:59:54Z,GTAPure12,227,Spartacus CL,100,1
Piangil,317,2025-02-26T00:37:40Z,2025-02-26T03:38:37Z,GTAPure2,318,La Trobe,98,1
Piangil,317,2025-02-26T00:37:40Z,2025-02-26T03:38:37Z,GTAPure2,318,Spartacus CL,2,2
Piangil,318,2025-02-26T00:53:37Z,2025-02-26T03:55:03Z,GTAPure3,222,Maximus CL,100,1
Piangil,319,2025-02-26T00:58:06Z,2025-02-26T03:59:13Z,GTAPure4,221,Commodus CL,100,1
Piangil,320,2025-02-26T01:01:34Z,2025-02-26T04:02:53Z,GTAPure5,283,Spartacus CL,100,1
Piangil,321,2025-02-26T01:11:34Z,2025-02-26T04:12:48Z,GTAPure7,249,Planet,100,1
Piangil,322,2025-02-26T01:24:29Z,2025-02-26T04:25:51Z,GTAPure8,282,Bass,100,1
Piangil,326,2025-02-26T01:55:22Z,2025-02-26T04:56:45Z,GTAPure9,335,La Trobe,93,1
Piangil,326,2025-02-26T01:55:22Z,2025-02-26T04:56:45Z,GTAPure9,335,Spartacus CL,4,2
Quambatook,1427,2025-02-26T11:08:10Z,2025-02-26T05:13:52Z,GTAMix1,322,Bass,84,1
Quambatook,1427,2025-02-26T11:08:10Z,2025-02-26T05:13:52Z,GTAMix1,322,Maximus CL,16,2
Quambatook,1436,2025-02-26T13:40:44Z,2025-02-26T05:13:50Z,GTAMix10,277,Maximus CL,60,1
Quambatook,1436,2025-02-26T13:40:44Z,2025-02-26T05:13:50Z,GTAMix10,277,Bass,40,2
Quambatook,1438,2025-02-26T13:52:54Z,2025-02-26T05:13:49Z,GTAMix11,318,Maximus CL,55,1
Quambatook,1438,2025-02-26T13:52:54Z,2025-02-26T05:13:49Z,GTAMix11,318,La Trobe,45,2
Quambatook,1439,2025-02-26T14:03:49Z,2025-02-26T05:13:48Z,GTAMix12,320,Planet,51,1
Quambatook,1439,2025-02-26T14:03:49Z,2025-02-26T05:13:48Z,GTAMix12,320,Spartacus CL,49,2
Quambatook,1428,2025-02-26T11:25:35Z,2025-02-26T05:13:51Z,GTAMix2,346,Planet,87,1
Quambatook,1428,2025-02-26T11:25:35Z,2025-02-26T05:13:51Z,GTAMix2,346,Bass,13,2
Quambatook,1431,2025-02-26T12:17:35Z,2025-02-26T05:13:51Z,GTAMix3,269,Spartacus CL,79,1
Quambatook,1431,2025-02-26T12:17:35Z,2025-02-26T05:13:51Z,GTAMix3,269,Bass,21,2
Quambatook,1429,2025-02-26T11:50:27Z,2025-02-26T05:13:51Z,GTAMix4,334,La Trobe,83,1
Quambatook,1429,2025-02-26T11:50:27Z,2025-02-26T05:13:51Z,GTAMix4,334,Maximus CL,17,2
Quambatook,1430,2025-02-26T11:53:51Z,2025-02-26T05:13:51Z,GTAMix5,341,La Trobe,75,1
Quambatook,1430,2025-02-26T11:53:51Z,2025-02-26T05:13:51Z,GTAMix5,341,Planet,25,2
Quambatook,1433,2025-02-26T12:34:07Z,2025-02-26T05:13:51Z,GTAMix6,280,Maximus CL,72,1
Quambatook,1433,2025-02-26T12:34:07Z,2025-02-26T05:13:51Z,GTAMix6,280,Planet,28,2
Quambatook,1432,2025-02-26T12:22:14Z,2025-02-26T05:13:51Z,GTAMix7,300,Spartacus CL,68,1
Quambatook,1432,2025-02-26T12:22:14Z,2025-02-26T05:13:51Z,GTAMix7,300,Planet,32,2
Quambatook,1435,2025-02-26T13:27:46Z,2025-02-26T05:13:50Z,GTAMix8,315,Planet,74,1
Quambatook,1435,2025-02-26T13:27:46Z,2025-02-26T05:13:50Z,GTAMix8,315,Maximus CL,26,2
Quambatook,1437,2025-02-26T13:50:38Z,2025-02-26T05:13:50Z,GTAMix9,334,Bass,60,1
Quambatook,1437,2025-02-26T13:50:38Z,2025-02-26T05:13:50Z,GTAMix9,334,La Trobe,39,2
Quambatook,1415,2025-02-26T09:56:30Z,2025-02-26T05:13:53Z,GTAPure1,317,Bass,99,1
Quambatook,1415,2025-02-26T09:56:30Z,2025-02-26T05:13:53Z,GTAPure1,317,Maximus CL,1,2
Quambatook,1424,2025-02-26T10:31:37Z,2025-02-26T05:13:52Z,GTAPure10,281,Maximus CL,100,1
Quambatook,1440,2025-02-26T15:59:08Z,2025-02-26T05:13:48Z,GTAPure10 - Repeat1,317,Maximus CL,100,1
Quambatook,1441,2025-02-26T16:01:26Z,2025-02-26T05:13:47Z,GTAPure10 - Repeat2,295,Maximus CL,100,1
Quambatook,1442,2025-02-26T16:03:29Z,2025-02-26T05:13:46Z,GTAPure10 - Repeat3,309,Maximus CL,100,1
Quambatook,1425,2025-02-26T10:35:04Z,2025-02-26T05:13:52Z,GTAPure11,284,Commodus CL,100,1
Quambatook,1426,2025-02-26T10:39:03Z,2025-02-26T05:13:52Z,GTAPure12,253,Spartacus CL,100,1
Quambatook,1416,2025-02-26T10:01:07Z,2025-02-26T05:13:53Z,GTAPure2,314,La Trobe,100,1
Quambatook,1417,2025-02-26T10:04:39Z,2025-02-26T05:13:53Z,GTAPure3,240,Maximus CL,100,1
Quambatook,1418,2025-02-26T10:08:57Z,2025-02-26T05:13:53Z,GTAPure4,256,Commodus CL,100,1
Quambatook,1419,2025-02-26T10:13:02Z,2025-02-26T05:13:53Z,GTAPure5,286,Spartacus CL,100,1
Quambatook,1420,2025-02-26T10:16:42Z,2025-02-26T05:13:53Z,GTAPure6,321,Westminster,68,1
Quambatook,1420,2025-02-26T10:16:42Z,2025-02-26T05:13:53Z,GTAPure6,321,Planet,31,2
Quambatook,1421,2025-02-26T10:21:09Z,2025-02-26T05:13:53Z,GTAPure7,339,Planet,100,1
Quambatook,1422,2025-02-26T10:24:46Z,2025-02-26T05:13:53Z,GTAPure8,298,Bass,99,1
Quambatook,1422,2025-02-26T10:24:46Z,2025-02-26T05:13:53Z,GTAPure8,298,Maximus CL,1,2
Quambatook,1423,2025-02-26T10:28:03Z,2025-02-26T05:13:52Z,GTAPure9,275,La Trobe,100,1
Ultima,385,2025-02-26T08:36:16Z,2025-02-26T00:37:33Z,GTAMix1,294,Bass,86,1
Ultima,385,2025-02-26T08:36:16Z,2025-02-26T00:37:33Z,GTAMix1,294,Maximus CL,13,2
Ultima,394,2025-02-26T11:04:54Z,2025-02-26T03:06:08Z,GTAMix10,259,Maximus CL,63,1
Ultima,394,2025-02-26T11:04:54Z,2025-02-26T03:06:08Z,GTAMix10,259,Bass,37,2
Ultima,395,2025-02-26T11:14:00Z,2025-02-26T03:15:03Z,GTAMix11,317,Maximus CL,51,1
Ultima,395,2025-02-26T11:14:00Z,2025-02-26T03:15:03Z,GTAMix11,317,La Trobe,49,2
Ultima,396,2025-02-26T11:26:50Z,2025-02-26T03:28:07Z,GTAMix12,287,Planet,51,1
Ultima,396,2025-02-26T11:26:50Z,2025-02-26T03:28:07Z,GTAMix12,287,Spartacus CL,48,2
Ultima,386,2025-02-26T08:40:30Z,2025-02-26T00:41:44Z,GTAMix2,331,Planet,85,1
Ultima,386,2025-02-26T08:40:30Z,2025-02-26T00:41:44Z,GTAMix2,331,Bass,15,2
Ultima,387,2025-02-26T08:53:49Z,2025-02-26T00:54:50Z,GTAMix3,251,Spartacus CL,78,1
Ultima,387,2025-02-26T08:53:49Z,2025-02-26T00:54:50Z,GTAMix3,251,Bass,22,2
Ultima,388,2025-02-26T09:15:08Z,2025-02-26T01:16:16Z,GTAMix4,353,La Trobe,86,1
Ultima,388,2025-02-26T09:15:08Z,2025-02-26T01:16:16Z,GTAMix4,353,Maximus CL,14,2
Ultima,389,2025-02-26T09:31:22Z,2025-02-26T01:32:31Z,GTAMix5,315,La Trobe,79,1
Ultima,389,2025-02-26T09:31:22Z,2025-02-26T01:32:31Z,GTAMix5,315,Planet,21,2
Ultima,390,2025-02-26T09:37:56Z,2025-02-26T01:38:48Z,GTAMix6,277,Maximus CL,68,1
Ultima,390,2025-02-26T09:37:56Z,2025-02-26T01:38:48Z,GTAMix6,277,Planet,32,2
Ultima,391,2025-02-26T10:34:22Z,2025-02-26T02:35:49Z,GTAMix7,281,Spartacus CL,64,1
Ultima,391,2025-02-26T10:34:22Z,2025-02-26T02:35:49Z,GTAMix7,281,Planet,35,2
Ultima,393,2025-02-26T10:57:07Z,2025-02-26T02:58:17Z,GTAMix8,315,Planet,75,1
Ultima,393,2025-02-26T10:57:07Z,2025-02-26T02:58:17Z,GTAMix8,315,Maximus CL,25,2
Ultima,392,2025-02-26T10:46:01Z,2025-02-26T02:47:19Z,GTAMix9,331,Bass,60,1
Ultima,392,2025-02-26T10:46:01Z,2025-02-26T02:47:19Z,GTAMix9,331,La Trobe,40,2
Ultima,397,2025-02-26T11:30:50Z,2025-02-26T03:31:49Z,GTAPure1,300,Bass,100,1
Ultima,406,2025-02-26T12:40:50Z,2025-02-26T04:42:10Z,GTAPure10,263,Maximus CL,100,1
Ultima,405,2025-02-26T12:37:25Z,2025-02-26T04:38:29Z,GTAPure11,285,Commodus CL,100,1
Ultima,407,2025-02-26T13:02:38Z,2025-02-26T05:03:41Z,GTAPure12,243,Spartacus CL,100,1
Ultima,398,2025-02-26T11:42:19Z,2025-02-26T03:43:19Z,GTAPure2,310,La Trobe,100,1
Ultima,400,2025-02-26T11:56:42Z,2025-02-26T03:57:35Z,GTAPure3,224,Maximus CL,99,1
Ultima,400,2025-02-26T11:56:42Z,2025-02-26T03:57:35Z,GTAPure3,224,La Trobe,1,2
Ultima,399,2025-02-26T11:49:10Z,2025-02-26T03:50:16Z,GTAPure4,225,Commodus CL,100,1
Ultima,401,2025-02-26T12:06:45Z,2025-02-26T04:08:05Z,GTAPure5,307,Spartacus CL,100,1
Ultima,402,2025-02-26T12:14:09Z,2025-02-26T04:15:26Z,GTAPure6,340,Westminster,68,1
Ultima,402,2025-02-26T12:14:09Z,2025-02-26T04:15:26Z,GTAPure6,340,Planet,31,2
Ultima,403,2025-02-26T12:19:29Z,2025-02-26T04:20:40Z,GTAPure7,290,Planet,100,1
Ultima,404,2025-02-26T12:27:34Z,2025-02-26T04:28:31Z,GTAPure8,294,Bass,100,1
Ultima,408,2025-02-26T13:19:00Z,2025-02-26T05:20:28Z,GTAPure9,323,La Trobe,99,1
Warracknabeal,1635,2025-02-26T11:12:54Z,2025-02-26T05:14:35Z,GTAMix1,314,Bass,89,1
Warracknabeal,1635,2025-02-26T11:12:54Z,2025-02-26T05:14:35Z,GTAMix1,314,Maximus CL,11,2
Warracknabeal,1644,2025-02-26T13:45:13Z,2025-02-26T05:14:34Z,GTAMix10,282,Maximus CL,60,1
Warracknabeal,1644,2025-02-26T13:45:13Z,2025-02-26T05:14:34Z,GTAMix10,282,Bass,40,2
Warracknabeal,1645,2025-02-26T13:54:48Z,2025-02-26T05:14:34Z,GTAMix11,262,La Trobe,50,1
Warracknabeal,1645,2025-02-26T13:54:48Z,2025-02-26T05:14:34Z,GTAMix11,262,Maximus CL,48,2
Warracknabeal,1646,2025-02-26T14:07:12Z,2025-02-26T05:14:34Z,GTAMix12,273,Planet,54,1
Warracknabeal,1646,2025-02-26T14:07:12Z,2025-02-26T05:14:34Z,GTAMix12,273,Spartacus CL,46,2
Warracknabeal,1660,2025-02-27T09:39:00Z,2025-02-26T22:40:00Z,GTAMix2,351,Planet,85,1
Warracknabeal,1660,2025-02-27T09:39:00Z,2025-02-26T22:40:00Z,GTAMix2,351,Bass,15,2
Warracknabeal,1639,2025-02-26T12:14:56Z,2025-02-26T05:14:35Z,GTAMix3,227,Spartacus CL,77,1
Warracknabeal,1639,2025-02-26T12:14:56Z,2025-02-26T05:14:35Z,GTAMix3,227,Bass,23,2
Warracknabeal,1637,2025-02-26T11:53:02Z,2025-02-26T05:14:35Z,GTAMix4,271,La Trobe,87,1
Warracknabeal,1637,2025-02-26T11:53:02Z,2025-02-26T05:14:35Z,GTAMix4,271,Maximus CL,13,2
Warracknabeal,1638,2025-02-26T11:59:23Z,2025-02-26T05:14:35Z,GTAMix5,331,La Trobe,76,1
Warracknabeal,1638,2025-02-26T11:59:23Z,2025-02-26T05:14:35Z,GTAMix5,331,Planet,23,2
Warracknabeal,1640,2025-02-26T12:18:53Z,2025-02-26T05:14:35Z,GTAMix6,251,Maximus CL,69,1
Warracknabeal,1640,2025-02-26T12:18:53Z,2025-02-26T05:14:35Z,GTAMix6,251,Planet,31,2
Warracknabeal,1641,2025-02-26T12:25:35Z,2025-02-26T05:14:34Z,GTAMix7,243,Spartacus CL,60,1
Warracknabeal,1641,2025-02-26T12:25:35Z,2025-02-26T05:14:34Z,GTAMix7,243,Planet,39,2
Warracknabeal,1643,2025-02-26T13:31:46Z,2025-02-26T05:14:34Z,GTAMix8,245,Planet,74,1
Warracknabeal,1643,2025-02-26T13:31:46Z,2025-02-26T05:14:34Z,GTAMix8,245,Maximus CL,26,2
Warracknabeal,1642,2025-02-26T13:28:53Z,2025-02-26T05:14:34Z,GTAMix9,303,Bass,61,1
Warracknabeal,1642,2025-02-26T13:28:53Z,2025-02-26T05:14:34Z,GTAMix9,303,La Trobe,37,2
Warracknabeal,1647,2025-02-26T14:11:08Z,2025-02-26T05:14:33Z,GTAPure1,251,Bass,100,1
Warracknabeal,1657,2025-02-26T15:44:49Z,2025-02-26T05:14:32Z,GTAPure10,252,Maximus CL,100,1
Warracknabeal,1661,2025-02-27T10:06:33Z,2025-02-26T23:07:40Z,GTAPure11,297,Commodus CL,100,1
Warracknabeal,1656,2025-02-26T15:39:17Z,2025-02-26T05:14:32Z,GTAPure12,250,Spartacus CL,100,1
Warracknabeal,1648,2025-02-26T14:20:54Z,2025-02-26T05:14:33Z,GTAPure2,328,La Trobe,100,1
Warracknabeal,1649,2025-02-26T14:35:22Z,2025-02-26T05:14:33Z,GTAPure3,206,Maximus CL,100,1
Warracknabeal,1650,2025-02-26T14:41:38Z,2025-02-26T05:14:33Z,GTAPure4,206,Commodus CL,100,1
Warracknabeal,1651,2025-02-26T14:45:54Z,2025-02-26T05:14:32Z,GTAPure5,245,Spartacus CL,100,1
Warracknabeal,1654,2025-02-26T15:19:30Z,2025-02-26T05:14:32Z,GTAPure6,319,Westminster,85,1
Warracknabeal,1654,2025-02-26T15:19:30Z,2025-02-26T05:14:32Z,GTAPure6,319,Planet,15,2
Warracknabeal,1652,2025-02-26T15:02:07Z,2025-02-26T05:14:32Z,GTAPure7,239,Planet,100,1
Warracknabeal,1653,2025-02-26T15:06:44Z,2025-02-26T05:14:32Z,GTAPure8,270,Bass,100,1
Warracknabeal,1655,2025-02-26T15:30:25Z,2025-02-26T05:14:32Z,GTAPure9,277,La Trobe,96,1
Warracknabeal,1655,2025-02-26T15:30:25Z,2025-02-26T05:14:32Z,GTAPure9,277,Spartacus CL,4,2
